source_url,link_url,link_title
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Admiral_of_the_Fleet_(Royal_Navy),"""Admiral of the Fleet (Royal Navy) - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Air_vice-marshal,"""Air vice-marshal - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/HMNB_Clyde,"""HMNB Clyde - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Royal_Navy_officer_rank_insignia,"""Royal Navy officer rank insignia - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/w/index.php?title=Captain_(Royal_Navy)&action=edit&section=1,"""Editing Captain (Royal Navy) (section) - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Captain_(Royal_Navy)#cite_ref-1,"""Captain (Royal Navy) - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Flying_officer,"""Flying officer - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Flight_lieutenant,"""Flight lieutenant - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Template_talk:UK_officer_ranks,"""Template talk:UK officer ranks - Wikipedia"""
https://en.wikipedia.org/wiki/Captain_(Royal_Navy),https://en.wikipedia.org/wiki/Portal:Current_events,"""Portal:Current events - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Namibia,"""Namibia - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/2021,"""2021 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/2021-2022_Madagascar_famine,"""2021–2022 Madagascar famine - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Qatar,"""Qatar - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Ballistic_missile,"""Ballistic missile - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Russia%E2%80%93United_States_relations,"""Russia–United States relations - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Portal:Current_events/January_1995,"""Portal:Current events/January 1995 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Portal:Current_events/May_2005,"""Portal:Current events/May 2005 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Portal:Current_events/December_1994,"""Portal:Current events/December 1994 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events,https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,"""Portal:Current events/February 2000 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/September_2006,"""Portal:Current events/September 2006 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/April_1998,"""Portal:Current events/April 1998 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/May_2018,"""Portal:Current events/May 2018 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/August_2001,"""Portal:Current events/August 2001 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/Calendars,"""Portal:Current events/Calendars - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/October_2019,"""Portal:Current events/October 2019 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/November_2011,"""Portal:Current events/November 2011 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/December_2007,"""Portal:Current events/December 2007 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/April_2018,"""Portal:Current events/April 2018 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/February_2000,https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,"""Portal:Current events/August 2014 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Tommy_Remengesau,"""Thomas Remengesau Jr. - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/World_Health_Organisation,"""World Health Organization - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Igor_Girkin,"""Igor Girkin - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Portal:Current_events/May_2020,"""Portal:Current events/May 2020 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Car_bombings,"""Car bomb - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Wikileaks,"""WikiLeaks - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Bill_Kerr,"""Bill Kerr - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Khazanah_Nasional,"""Khazanah Nasional - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Portal:Current_events/November_2015,"""Portal:Current events/November 2015 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014,https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,"""Portal:Current events/August 2014 - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Swiss_Alps,"""Swiss Alps - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Killing_of_Travis_Alexander,"""Murder of Travis Alexander - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/2014_Russian_military_intervention_in_Ukraine,"""Russo-Ukrainian War - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Iran,"""Iran - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Ban_Ki_Moon,"""Ban Ki-moon - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Category:Current_events_portal,"""Category:Current events portal - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Araniko_Highway,"""Araniko Highway - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Ministry_of_Justice_Investigation_Bureau,"""Ministry of Justice Investigation Bureau - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/wiki/Smita_Talwalkar,"""Smita Talwalkar - Wikipedia"""
https://en.wikipedia.org/wiki/Portal:Current_events/August_2014#2014_August_1,https://en.wikipedia.org/w/index.php?title=Portal:Current_events/2014_August_17&action=edit&editintro=Portal:Current_events/Edit_instructions,"""Editing Portal:Current events/2014 August 17 - Wikipedia"""
